customer_id,first_name,last_name,gender,dob,email,phone,city,registered_date,pan
229,Siddharth,Solanki,M,1965-07-18,siddharth.solanki229@example.in,9875087994,Ludhiana,2023-04-12,WNXAS9561D
230,Krishna,Pillai,M,1969-10-19,krishna.pillai230@example.in,9756712261,Hyderabad,2024-04-26,OCHNI7732C
231,Anil,Jain,F,1996-10-16,anil.jain231@example.in,9847861841,Kolkata,2021-04-05,KQRKK6431B
232,Vihaan,Mahajan,F,1977-06-01,vihaan.mahajan232@example.in,9866939635,Lucknow,2022-12-11,HMSCW3201C
233,Shiv,Rao,F,1977-12-14,shiv.rao233@example.in,9747935515,Madurai,2024-06-10,EFVTT7126A
234,Sneha,Joshi,M,1979-12-17,sneha.joshi234@example.in,9981474016,Chennai,2023-04-25,WAFVV5087A
235,Meera,Patel,F,1972-05-12,meera.patel235@example.in,9971187658,Coimbatore,2025-09-01,KXRGM8308B
236,Asha,Desai,O,1982-06-06,asha.desai236@example.in,9748528795,Jaipur,2025-09-30,HKEOZ4626B
237,Lakshmi,Kapoor,F,1986-09-01,lakshmi.kapoor237@example.in,9704777068,Guwahati,2025-11-24,MDEUF6004C
238,Deepak,Dutta,F,1989-05-07,deepak.dutta238@example.in,9979515343,Lucknow,2023-09-01,VKCNR7131C
239,Kavya,Tandon,M,1990-02-11,kavya.tandon239@example.in,9874556634,Madurai,2022-08-08,WGSXH3456B
240,Vihaan,Talwar,F,1980-11-05,vihaan.talwar240@example.in,9967025000,Mumbai,2025-02-04,ZGKKA4111C
241,Gaurav,Thakur,M,1994-11-26,gaurav.thakur241@example.in,9892466681,Guwahati,2023-09-20,NVVWE2599D
242,Rahul,Mahajan,F,1995-03-22,rahul.mahajan242@example.in,9747942477,Madurai,2022-12-07,FFWKX7089C
243,Harsh,Mishra,F,1967-08-02,harsh.mishra243@example.in,9738233657,Madurai,2025-11-28,MFDRN7768A
244,Karan,Menon,M,1981-07-19,karan.menon244@example.in,9869857075,Chennai,2023-08-14,WECIZ6134A
245,Aarav,Rao,F,1973-03-19,aarav.rao245@example.in,9962839696,Kolkata,2025-05-03,UUDLL8029D
246,Anil,Sharma,M,1994-04-24,anil.sharma246@example.in,9872986858,Mumbai,2023-02-22,TNAAT4707C
247,Kavya,Menon,M,1984-09-19,kavya.menon247@example.in,9735050700,Kolkata,2022-10-07,VHHSP6535D
248,Lakshmi,Menon,F,1991-06-25,lakshmi.menon248@example.in,9916569242,Kolkata,2022-02-08,AFZFA9267B
249,Krishna,Ghosh,O,1962-07-21,krishna.ghosh249@example.in,9726084925,Ludhiana,2022-06-26,PBCVB2897D
250,Ritu,Dutta,M,1995-05-16,ritu.dutta250@example.in,9810324241,Chennai,2024-12-26,SQHRR5423B
251,Pankaj,Reddy,O,1999-02-10,pankaj.reddy251@example.in,9967221624,Hyderabad,2021-09-09,FFGNF7713C
252,Ananya,Singh,O,1991-04-23,ananya.singh252@example.in,9825899058,Kanpur,2023-09-30,ARXVR3443A
253,Irfan,Khan,M,1966-05-21,irfan.khan253@example.in,9858925698,Coimbatore,2022-05-07,GBVWW6901C
254,Deepak,Mahajan,M,1966-01-01,deepak.mahajan254@example.in,9791543083,Chennai,2025-10-29,IXYGT7105C
255,Saanvi,Nair,F,1985-08-09,saanvi.nair255@example.in,9956755834,Indore,2025-09-26,UQUCS1960B
256,Rohan,Pillai,O,1990-10-22,rohan.pillai256@example.in,9903877144,Kolkata,2023-07-05,UPWWS3140D
257,Kiran,Nair,F,1988-01-03,kiran.nair257@example.in,9868705214,Madurai,2022-07-08,AWNTS4669C
258,Tanvi,Shaikh,O,1999-02-14,tanvi.shaikh258@example.in,9833453756,Dehradun,2024-10-05,MRQDV1894A
259,Bhavna,Joshi,O,1990-08-28,bhavna.joshi259@example.in,9963951490,Bengaluru,2021-12-23,IIHNO7203D
260,Riya,Kumar,F,1988-10-15,riya.kumar260@example.in,9940017871,Vishakhapatnam,2021-07-18,IZTAK1587A
261,Sai,Talwar,O,2000-05-17,sai.talwar261@example.in,9944924762,Pune,2024-03-15,YJBFL8751C
262,Rajesh,Rao,M,1966-11-08,rajesh.rao262@example.in,9890663786,Kanpur,2021-01-23,VZHNS1750B
263,Kiran,Menon,O,1986-02-09,kiran.menon263@example.in,9800686598,Pune,2024-06-23,DWFVE6536A
264,Tara,Pillai,M,2000-11-19,tara.pillai264@example.in,9945558247,Coimbatore,2021-09-28,RYDMN1795D
265,Harsh,Bhattacharya,O,1971-12-19,harsh.bhattacharya265@example.in,9768924447,Dehradun,2022-01-09,CRPIW7859B
266,Shreya,Mukherjee,F,1978-08-26,shreya.mukherjee266@example.in,9921591039,Chennai,2021-10-19,PXNVO6143B
267,Aditi,Kapoor,O,1978-11-12,aditi.kapoor267@example.in,9795462466,Chennai,2024-10-27,NSIDJ8870D
268,Lakshmi,Mahajan,O,1978-07-26,lakshmi.mahajan268@example.in,9757160899,Amritsar,2021-02-14,ADRFT3636C
269,Lakshmi,Rao,M,1963-12-26,lakshmi.rao269@example.in,9990539552,Pune,2022-09-15,AVCWT4675D
270,Riya,Khan,O,1978-12-22,riya.khan270@example.in,9908066818,Indore,2021-04-25,KURZB5117B
271,Amit,Bedi,F,1974-11-23,amit.bedi271@example.in,9897429508,Madurai,2025-01-11,TOPUZ5819D
272,Saanvi,Tandon,M,1971-03-24,saanvi.tandon272@example.in,9902506759,Hyderabad,2023-12-07,BHGEV1092C
273,Meera,Thakur,M,1962-03-11,meera.thakur273@example.in,9861681262,Delhi,2024-05-25,MOJUI4603B
274,Tanvi,Gupta,O,1970-07-18,tanvi.gupta274@example.in,9749362892,Indore,2024-01-23,JWRIH9691D
275,Arpita,Garg,O,1960-02-22,arpita.garg275@example.in,9829035782,Coimbatore,2022-12-28,XPQYR6258D
276,Krishna,Dutta,F,1994-12-10,krishna.dutta276@example.in,9901304066,Amritsar,2021-03-10,NNMHQ6248A
277,Rohan,Joshi,O,1994-01-21,rohan.joshi277@example.in,9814447526,Pune,2021-06-02,WLCNS8130A
278,Shiv,Tandon,M,1961-08-23,shiv.tandon278@example.in,9746987427,Delhi,2022-11-29,BEGBV5237D
279,Anil,Rao,O,1985-07-11,anil.rao279@example.in,9763514922,Indore,2021-02-22,NQQTP2189C
280,Sneha,Reddy,F,1979-10-03,sneha.reddy280@example.in,9904769855,Coimbatore,2022-08-18,KRMND7406C
281,Chirag,Khan,F,1983-01-18,chirag.khan281@example.in,9775899519,Ludhiana,2025-12-15,DAPNY5992B
282,Shiv,Mahajan,O,1982-04-14,shiv.mahajan282@example.in,9776480008,Amritsar,2024-09-02,EFVFE1891D
283,Bhavna,Bajpai,M,1978-11-03,bhavna.bajpai283@example.in,9805987761,Hyderabad,2022-06-16,SMIDR2639C
284,Amit,Gupta,M,1980-08-15,amit.gupta284@example.in,9864108279,Patna,2022-11-22,SDOVY3762A
285,Siddharth,Iyer,M,1987-05-27,siddharth.iyer285@example.in,9878006503,Chennai,2023-01-25,WMJHO3879A
286,Shreya,Menon,O,1972-05-24,shreya.menon286@example.in,9741050426,Madurai,2026-01-08,SXWQV7637B
287,Aditya,Bajpai,F,1994-09-16,aditya.bajpai287@example.in,9896397383,Chennai,2024-09-19,KXPWD9210A
288,Sunil,Ghosh,O,1960-11-08,sunil.ghosh288@example.in,9789036577,Patna,2025-10-21,TDEOO3395D
289,Vikram,Singh,M,1991-04-03,vikram.singh289@example.in,9825637819,Nagpur,2022-07-14,BFXJM8448A
290,Aditya,Jain,F,1966-12-17,aditya.jain290@example.in,9841366738,Jaipur,2024-08-08,POJJP2275C
291,Anil,Bhat,O,1985-06-27,anil.bhat291@example.in,9961381808,Nagpur,2025-12-01,UXAWL4768A
292,Sneha,Jain,F,1973-03-06,sneha.jain292@example.in,9763528052,Nagpur,2021-12-07,RKICR8848B
293,Harsh,Joshi,O,1986-01-08,harsh.joshi293@example.in,9786505548,Chennai,2021-04-17,DNXDE3949D
294,Anuj,Rane,O,1961-12-24,anuj.rane294@example.in,9746035879,Lucknow,2024-10-05,FPMMF7730B
295,Harsh,Bedi,M,1999-11-17,harsh.bedi295@example.in,9883970239,Kolkata,2022-07-14,XPBJD1271B
296,Tanvi,Khan,O,1986-03-20,tanvi.khan296@example.in,9955480320,Kolkata,2021-08-04,XPWNT2526D
297,Divya,Menon,O,1994-01-25,divya.menon297@example.in,9931658093,Madurai,2024-11-08,NJBNF8899D
298,Vikram,Desai,O,1996-02-14,vikram.desai298@example.in,9956163248,Jaipur,2021-10-20,TXCPO5223B
299,Aarav,Thakur,O,1960-10-17,aarav.thakur299@example.in,9703862278,Amritsar,2021-09-17,JFUKC7980C
300,Neha,Parikh,F,1996-06-20,neha.parikh300@example.in,9913381568,Guwahati,2022-08-06,TKUMJ8925C
